,address_1_a,address_1_b,address_2_a,address_2_b,age_a,age_b,date_of_birth_a,date_of_birth_b,first_name_a,first_name_b,last_name_a,last_name_b,phone_number_a,phone_number_b,soc_sec_id_a,soc_sec_id_b,state_a,state_b,street_number_a,street_number_b,town_a,town_b,zipcode_a,zipcode_b
3575,barrow place,barrowplace,,,25.0,25.0,19010308,19010308,blaize,breony,jakimow,jakimow,08 89646994,08 89646994,7849974,7849972,vic,vic,38,38,st kilda,st kilda,4075,4075
3576,rosenthal street,rosenthal street,terrara,terrzra,31.0,31.0,19590722,19590722,kiera,kiear,rees,rees,02 28117108,02 28212108,3331755,3331755,vic,vic,9,9,miena,miena,3021,3021
3577,chippindall circuit,,nioka,,23.0,23.0,19630904,19630904,tara,tara,campbell,campball,03 30365347,03 30365347,8695112,8695112,act,acy,1,1,whittington,whittington,4341,4341
3578,hambidge crescent,hambidge crescent,mannibadar,,29.0,29.0,,,tiarna,tiarhna,campbell,campbell,08 66994472,08 66994472,5999058,5999058,qld,qld,34,34,unanderra,unanderra,3201,3201
3579,sternberg crescent,sternberg crescent,luxaflex window fashions,,24.0,24.0,19070308,19070308,benjamin,benjawin,lock,lock,03 53264341,03 53264341,1053988,1053988,vic,vic,4,8,petersham,peterdham,3058,3058
3580,lowerson place,lowerson place,brentwood vlge,brentwood vlge,,,19060521,19070511,riley,r.,lette,lette,02 20011519,02 20011519,4400644,4400644,qld,qld,52,15,marayong,marayong,3412,3412
3581,mosman place,mosman place,,,30.0,30.0,19410124,19410124,riley,rkey,sherriff,sherriff,02 90605840,02 90605840,7593195,7593915,qld,qld,49,8,belmont north,belmont north,2170,2170
3582,owen crescent,owen crescent,,,26.0,25.0,19451002,19451002,julia,julia,doman,donam,03 64902151,03 64902151,1513206,1513206,nsw,nsw,17,16,beechboro,beechboro,5573,5573
3583,namatjira drive,namatjira drive,sec 1569,sec 1569,24.0,24.0,,,gemma,gemma,somim,somip,04 52685093,04 52685093,3163379,3165379,nsw,nsw,161,141,newcastle,newcastle,3690,3690
3584,lochee place,locheenpzace,,,23.0,23.0,19711217,19711217,bailey,bailey,reid,reid,03 08577219,03 08577219,5464180,5464180,tas,taa,10,10,burwood,burwdood,3805,3805
3585,hutchison crescent,hutchisonucrescent,brentwood vlge,brentwood vlge,12.0,12.0,19390218,19390218,brody,b.,coleman,colnan,07 65336874,07 65336874,6561170,6561170,nsw,nsw,71,71,bundaberg,bundaberg,2540,2540
3586,marou place,marou olace,rondayvoo,,27.0,27.0,19561024,19651024,zane,zane,crossman,crossman,08 67809750,08 67809750,9792725,9792725,nsw,nsw,68,69,brighton-le-sands,brighton-le-sands,4701,4701
3587,priestley place,priestley place,vinery,vinery,37.0,37.0,19801102,19802102,hamish,hamish,zaluski,zaljski,03 07346722,03 07346722,8775159,8775159,vic,vic,56,59,dover heights,dover heights,2119,2119
3588,tenison-woods circuit,tenison-woods circuit,tillabudgery,tillabudgery,27.0,27.0,19530108,19530108,oliver,olivef,snell,snegl,02 60115648,02 60115648,8043964,8043944,qld,qld,46,46,west lakes shore,west lakes shore,2097,2097
3589,macdowell street,street macdowell,,,33.0,33.0,,,lillianna,lillianna,wilde,wilde,03 78088854,03 78088854,1388335,1388335,qld,qls,1108,1108,gwynneville,gwynne vinlle,4227,4227
3590,simpson street,simpson street,,,30.0,30.0,19080330,19089330,emma,emma,brokenshire,brokenshire,04 45642076,04 45642076,5614939,5614939,nsw,nsw,1,2,merricks north,merricks north,2196,2196
3591,namadgi circuit,namadgi circuit,,,28.0,28.0,19030619,19030149,mitchell,mitchell,meixner,meixber,08 07816588,08 07816588,2094253,2094253,vic,vic,10,410,corrimal,corrimal,4498,4498
3592,london circuit,london ciicuit,,,10.0,10.0,19711007,19711007,jake,,lomman,lomman,03 58120510,03 58120510,4397778,4397778,vic,vic,,,north bondi,northhbndi,3152,3152
3593,william webb drive,william wrbb drive,hd moorook,hd moorook,23.0,23.0,,,laura,l.,matthews,mattnews,08 64987141,08 64987141,6981023,6981023,nsw,nsw,36,30,broken hill,broken hill,3084,3084
3594,fawkner street,fawkner street,carney's arcade,carney's arcade,41.0,41.0,19121022,19121222,kieran,kieean,kooyman,kooyman,02 30998753,02 30998753,4311994,4311094,nsw,nsw,8,3,keysborough,keysborough,5211,5211
3595,hingston close,hingston close,brentwood vlge,brentwood vlge,,,19220814,19220814,jordan,jordan,everett,everett,03 32829152,03 32829152,5928493,5908493,vic,vic,12,2,blayney,blayney,5577,5577
3596,dooring street,dooring street,,,36.0,36.0,19280916,19280976,bethany,bethany,hanna,hannabek,02 33280583,02 33280583,9206263,9206263,nsw,nsw,6,6,underdale,underdale,4817,4817
3597,freeling crescent,freeling crescent,,,34.0,34.0,19430819,19430189,harry,harry,mantovano,mantovano,08 17610397,08 17610397,3452752,3452752,vic,vic,16,16,geographe,georaphe,3140,3140
3598,macalister crescent,macalister crescent,yellowstone,yellowstone,30.0,30.0,19940913,19904953,thomas,thomas,trainor,trapnor,03 94234057,03 94234057,9543879,9543879,nsw,nsw,8,8,bunyip,bunypi,2567,2567
3599,kinkead street,kinkeadystreet,,,34.0,34.0,19880625,19880265,braedon,brcedon,white,white,02 05135041,02 05135041,7356630,7356630,nsw,nsw,66,646,tin can bay,tin can bay,3070,3070
3600,inlander crescent,inlander crescent,box range,box range,31.0,31.0,19311004,19319104,,harley,campbell,campbell,08 42376043,08 42376043,4045578,4045578,nsw,nsw,36,33,goodna,goodna,6158,6158
3601,bendigo street,bendigo sfreet,moorillyah,moorillyah,,,19611223,19611223,jamie,jamie,zimmermann,zimmermann,03 57997465,03 57977465,5905796,5905796,nsw,nsw,17,17,kaleen,kaleen,3142,3142
3602,james smith circuit,james smhthccircuit,,,,,,,robert,robt,mcneill,mcneill,02 98466298,02 98466298,8854009,8854009,sa,sa,69,69,oakey,oakey,2088,2088
3603,eaglemont retreat,eaglemongtretreat,sheep station,,25.0,25.0,19640103,19640103,kayla,kayla,ryan,ryan,07 08960573,07 08960573,5564511,6187536,qld,qld,42,42,smithfield,smithfield,3076,3076
3604,molloy crescent,molloy crescent,,,40.0,40.0,19560610,19564010,giuliana,giuliana,carmody,donaldosn,07 14912870,07 14912870,8409757,8409757,sa,sa,9,9,campsie,campsie,6024,6024
3605,annear place,annear place,,,13.0,18.0,19691006,19686006,liam,liam,pringle,pringle,04 02764744,04 02764744,7744970,7744970,nsw,nsw,320,320,north narrabeen,north narrabeen,2066,2066
3606,mcdonald street,mcdonald street,,,9.0,9.0,19450131,19450131,rhys,rhwy,wetzel,wetzel,07 20554103,07 20554103,7674312,7674312,nsw,nsw,9,9,windang,windang,3109,3109
3607,bayly place,bayly place,,,29.0,29.0,19971224,19971224,zoe,zgo,lowry,lowgfy,08 08053348,08 08053348,8776270,8776270,qld,qld,18,18,hawthorne,hawthorne,6025,6025
3608,lachlan street,lachlan street,professional centre,,33.0,33.0,19910207,19910107,campbell,cambell,matthews,matthews,07 92627762,07 92627762,2270346,2270346,vic,vic,112,112,moura,moura,3073,3073
3609,daly place,daly place,mt pleasant,mt pleasant,25.0,26.0,19340118,19340118,madison,maeison,coleman,coleman,08 48050147,,5290669,5290669,nsw,nsw,47,47,christies beach,christies beach,6069,6069
3610,chave street,chave street,brentwood vlge,brentwood vlge,34.0,34.0,19210326,19210326,jayden,jayden,george,geomrge,04 72471874,04 72471874,3351035,3357135,sa,sa,16,16,kariong,karjong,2072,2072
3611,waller crescent,waller credcent,,,32.0,32.0,19150801,19150801,erin,erin,meeking,meeing,03 26480601,03 26480601,5016543,5016453,,,63,63,midway point,midwayhpoint,2794,2794
3612,pennington crescent,pennington crescent,,,33.0,33.0,19460515,19460115,riley,r.,huggins,huggibs,07 15992654,07 15992654,5191695,5191695,qld,qld,44,461,edgewater,edgewater,4740,4740
3613,barunga street,barunga street,,,28.0,,19051022,19051022,ethan,ethn,clarke,clarke,04 72517997,04 72517997,7853008,7853008,vic,vic,55,55,kilsyth,kilsyth,2170,2179
3614,templeton street,templeton street,,,21.0,21.0,,,elana,elanga,menzies,menzies,03 40804436,03 40804436,8842397,8842397,nsw,nsw,19,14,hermit park,hermit park,3222,3222
3615,jagara street,jagara treet,,,23.0,23.0,19401210,19402110,maya,mayq,george,georfe,07 92003481,07 92003481,1028729,1028729,,,1,1,wallabadah,wallabadah,4610,4610
3616,broome crescent,broome crescent,,,30.0,30.0,19200202,19200202,lynton,l.,trenerry,treiery,08 16887853,08 16887853,4056789,4056789,nsw,nsw,1,1,springwood,springwood,2150,2150
3617,hurtle avenue,hurtle avenue,,,40.0,40.0,19220602,19220602,hayden,haidn,dent,deng,04 11892473,04 11892473,6359404,6359404,vic,vic,5,,trigg,trigg,4066,4066
3618,schlich street,schlich street,oakdale,oakdale,29.0,29.0,19711004,19711004,joel,joeq,lante,lane,02 03304534,02 03304534,4307756,4308756,qld,qld,3,3,booragul,booragul,4805,4805
3619,ratcliffe crescent,ratcliffe rescent,,,32.0,32.0,19870829,19876892,jessica,jessica,bruse,bruse,08 23356861,08 23356861,8120501,8120501,wa,,74,74,blacktown,blacktown,6059,6059
3620,dallachy place,dallachy place,,,37.0,37.0,19870208,19870208,april,april,pronk,weetra,07 89192046,07 89192046,6487011,6487011,nsw,,13,13,albany creek,albany creek,5069,5069
3621,boniwell street,boniwell street,,,29.0,29.0,19791228,19791728,liam,liam,goldsworthy,matthjws,04 63699624,04 63699624,5075598,5075598,nsw,nsw,301,301,st andrews,st andrtews,3357,3357
3622,mcauliffe court,mcauliffe court,,,31.0,31.0,,,marleigh,marleigh,aiston,aiswto,02 11195485,02 11195485,8198347,8198347,nsw,nsw,10,1,bunbury,bunbury,2116,2116
3623,,,minalinka,minalinka,21.0,21.0,19260607,19260607,isabel,i.,neville,neville,08 86932858,08 86932858,4193920,4197990,vic,vic,24,21,keysborough,keysborough,5043,5043
3624,muecke place,muecke place,rockview,rockview,,,19160409,19164909,joshua,jsohua,green,greej,02 30027583,02 30027583,5782396,5782396,wa,wa,30,30,willetton,willetton,6023,6023
3625,,,,,10.0,10.0,19040731,19007431,harriet,harriet,snelling,snelling,04 66352675,04 66352675,4696224,4697524,sa,sa,30,30,nhill,nhill,6208,6208
3626,wanaga place,wanaga place,nootina,nootina,25.0,25.0,,,alec,ale,emllin,emll kn,08 72948144,08 72948144,6114100,6114100,vic,vic,42,42,floreat,floret,3936,3936
3627,gellibrand street,gellibrand street,,,36.0,34.0,19501119,19501119,anita,anita,shortman,shorgman,08 24276033,08 24276033,8336461,8336461,vic,vic,5,5,flagstaff hill,flagstaff hill,4817,4818
3628,allwood street,allwood street,ridgebrook,,29.0,29.0,19271109,19271109,riley,riley,morrison,morrison,03 29662533,03 29662533,4113489,4113498,vic,voc,12,12,taren point,taren point,6714,6714
3629,marrakai street,marrakaistreet,,,24.0,24.0,19060115,19060115,talia,talia,sheldon,sheldon,07 00538720,07 00538720,4901637,4901637,qld,qld,28,7,maryborough,marybotough,2650,2650
3630,deamer crescent,deamer cxescent,,,33.0,33.0,19060719,19063719,evan,evabn,donegan,donegan,08 70920669,08 70920669,2042919,2042919,wa,wa,102,102,charlestown,charlestown,4816,4816
3631,gamor street,gamor street,,,,,19990805,19990805,matthew,matthew,mayer,maydr,04 68495638,04 68495638,7342866,7342866,nsw,nsk,34,39,bannister,bannister,3124,3124
3632,lumeah street,lumeah street,,,,,19901102,,thomas,thomss,schuster,schuster,07 21179649,07 21179649,8883771,8883771,vic,vic,15,15,bonnet bay,bonnrt bay,4344,4344
3633,wattle street,wattle street,pyndari,pyndari,30.0,30.0,19160406,19160406,tiahana,tiahsna,zokalj,zokalj,03 31330651,03 31330651,7415313,7415313,sa,sa,65,,cranbourne,,3122,3127
3634,bird place,bird poace,,,39.0,39.0,19170604,19170604,jacob,jacob,nguyen,nguyen,04 13234390,04 13234390,3411031,3411031,qld,qld,94,94,kaleen,kaledn,6024,6024
3635,hawkesbury crescent,hawkesbury crescent,,,27.0,27.0,19281205,19281205,daniel,daniel,asher,asher,08 29593323,08 29593323,5366401,5366401,qld,ql,18,18,warilla,wariullar,3135,3135
3636,tweed place,tweed place,,,32.0,32.0,19260206,19260206,harrison,harrison,giniotis,giniotis,03 29384193,03 29384193,3044459,3044459,vic,vic,1,7,clyde,clddd,3011,3011
3637,temperley street,temperley street,ehwk,,10.0,10.0,19100628,19100628,james,james,speight,spe ight,04 66974479,04 66974479,5019102,5019102,vic,piv,1,1,bundalong,bundalong,6030,6030
3638,hebblewhite street,hebblewhige street,pinnacles caravn park,pinnacles caravn park,,,19550524,19550524,jackson,jackson,whiteley,whitsley,03 97554117,03 71166120,9491452,9491452,nsw,nsw,18,,mosman,mosman,3943,3943
3639,mullan street,mullan fshtreet,rose gardens touri,rose gardens touri,,,19200725,19200725,imogen,imogen,cassimatis,cassimatis,02 97308662,02 97308662,3016092,3016092,nsw,nsw,1,1,tarragindi,tarragindi,4740,4074
3640,sugarloaf circuit,sugarloaf gircuit,retmnt vlge,retmnt vlge,25.0,25.0,19601102,19601102,caleb,caleb,furneaux,furneaux,04 83264537,04 83264537,3391787,3391787,qld,qldy,26,3,valentine,valentine,3038,3038
3641,forlonge street,forlonge street,spring hill road,spring hill road,37.0,37.0,19781208,19781208,james,jimmy,menzies,menziesl,08 45050014,08 45050014,8916529,8916529,nsw,nsw,94,65,smithtown,smithtown,2079,2079
3642,,,,,34.0,34.0,19721027,19721027,peta,peta,lock,lof,07 83870316,07 83870316,8277025,8277025,vic,voc,26,268,toowong,toowong,3198,3198
3643,investigator street,investigator street,,,33.0,33.0,19960502,19966002,zara,zara,green,green,04 40425707,04 40425707,4616551,4616551,nsw,,14,14,toronto,toronto,3012,3012
3644,stuart street,streetstuart,,,29.0,29.0,19010306,19010636,harry,harry,errigo,errigo,03 26928445,03 26928445,4287373,4287373,vic,vic,2,2,bronte,bronte,2550,2550
3645,greeves street,greevesftreet,,,31.0,31.0,19020427,19023427,nicholas,nichplas,fuda,fuda,02 07047648,02 07047648,5969930,5969930,nsw,nsw,2,2,athelstone,athelstone,4280,4280
3646,reader court,reader cgert,scotch college,scotch college,35.0,53.0,,,emma,emma,wynne,wynne,07 46090135,07 46090135,9674478,9674478,tas,tas,9,0,coolbellup,coolbellup,3111,3111
3647,bass garden,bass garden,rubet,,37.0,37.0,19470206,,aidan,aidan,halley,hallwey,03 99783335,03 99783335,8801349,8801349,,,109,109,hawthorne,hawthorne,4350,4350
3648,busby street,busby steet,,,,,19260712,19260712,bailey,bailey,blunden,blunden,04 85656878,04 85656878,6315616,6315676,qld,qld,81,13,robina,robina,0822,0822
3649,tenison-woods circuit,tenison-woors circuit,,,25.0,25.0,19140409,19140499,jackson,jackdon,spears,spears,,,6794797,6794797,nsw,nsw,62,62,davistown,davistown,5158,5185
3650,mirrool street,mirroolhstreet,,,33.0,19.0,19820213,19820213,jessica,jessica,siviour,siviour,08 94798423,08 94798423,2558251,2558251,nsw,nsw,3,2,deer park,deer park,7006,7006
3651,henderson street,hendersonstreet,,,20.0,20.0,19360929,19360029,jackson,jackson,dedicoat,dedicst,03 71759413,03 71759413,8041425,8041425,act,act,33,33,mirrabooka,mirrabooka,3150,3150
3652,bazley street,bazley street,,,28.0,28.0,19950526,19950526,campbell,campbell,white,wight,08 08183633,08 08183633,3735190,7809098,vic,vic,29,29,stanhope,stanipe,2612,2612
3653,carss place,carssp oace,parklands village,parklands village,,,19270310,19279310,emiily,emiily,o'day,o'day,07 43770188,07 43770188,5523025,5523025,nsw,nsw,4,6,ingleburn,ingleburn,4879,4879
3654,shumack street,shumack ftreet,,,9.0,9.0,19081119,19081119,mia,miag,rees,rees,08 70261175,08 70016175,3058322,3058322,nsw,nsw,8,8,salisbury,salisbury,6163,6163
3655,callister crescent,callisterjhrescent,,,,,19990505,19990505,ella,ella,reid,reis,07 23201841,07 23201841,3713024,3713024,nsw,nsw,173,173,south grafton,south grafton,6262,6226
3656,aspinall street,street aspinall,,,27.0,27.0,19570502,19570502,sophie,sophie,white,dorrell,08 97481230,08 97481230,3937073,3937773,nsw,nsw,41,41,narrandera,narranderra,2370,2370
3657,fergusson crescent,fergusson vrescent,delmar,delmar,42.0,24.0,19540719,19540719,brooke,brooke,stingle,stingle,,,9244727,9244727,nsw,nsw,15,24,cloverdale,cloverdale,2295,2295
3658,dale circuit,dale circuit,cranbrook,cranbrook,20.0,,,,lawson,lawson,rucci,ruccki,03 55161883,03 55161883,3755561,3755561,qld,qld,50,50,regents park,regenta park,2066,2066
3659,wilkins street,wilkins street,,,32.0,32.0,19250729,19250729,aliza,marcus,seib,,08 83618872,08 83618872,7448564,7448564,vic,vic,6,6,st albans,st albans,2486,2486
3660,cossington smith crescent,cossington smth crescent,burnside,burnside,,,19041128,19041128,jacqueline,jacqueline,ferris,ferris,02 84879837,02 84879837,9448270,9448270,nsw,nsw,108,10,allambie heights,allambie heights,3161,3116
3661,portus place,portus place,mt annan,mt annan,29.0,29.0,19490128,19490128,jasmine,jasmine,ho,ho,08 70075353,03 44429951,9551123,9551123,sa,da,1,3,st agnes,st agnes,5600,5600
3662,,,,,10.0,8.0,19590820,19590830,abbey,abbdy,juric,juric,02 59315726,02 59315726,1842538,1842538,wa,wa,14,14,st andrews,st andrews,7051,7051
3663,ina gregory circuit,ina gregory circuit,,,27.0,27.0,19830501,19830501,shawn,shatn,webb,we b,,,7795314,7795314,,,12,12,torquay,torquay,5333,5333
3664,campaspe circuit,campaspe circuit,,,36.0,36.0,19140126,19140126,callum,callum,quilliam,quilliam,04 00267214,04 00267214,1336374,1336374,qld,qld,18,11,bindoon,bindoon,3076,3706
3665,withnell circuit,withnell circuit,,,11.0,11.0,19080324,19080324,macey,macey,teh,teb,02 70475766,02 70470766,9001066,9001066,vic,vic,23,23,clayton,clayton,3818,3818
3666,ulverstone street,ulverstone street,urunga,uru na,3.0,36.0,19070427,19070427,alison,alidon,mccarthy,mccarthy,07 78570995,07 78570995,4122359,4122359,vic,vic,1,1,wubin,wubin,5606,5606
3667,bromley street,bromley street,wandearah,wandearah,35.0,36.0,19630503,19630503,hannah,h.,green,green,04 57831805,04 57831805,9619787,9619787,vic,vic,31,32,doolandella,doolarndella,7250,7205
3668,wybalena grove,wybalena grove,,,34.0,34.0,19841214,19841854,ethan,ethan,maynard,maynard,02 35768018,02 35768018,1860268,1860268,tas,tawh,72,72,artarmon,artarmon,3183,3183
3669,gurubun close,gurubun close,boeing park,boeing park,,,19220907,19220907,travis,travis,michelmore,michelmore,07 49060237,04 09485818,6468814,6468814,nsw,nsw,357,37,wyalkatchem,wyalkstchem,4312,4312
3670,tarraleah crescent,tarraleah crescent,,,35.0,19.0,19131114,19131114,chloe,chloe,ellston,ellst on,03 31678231,03 31678231,9691202,9691202,sa,sa,16,155,lavington,lavington,2464,2464
3671,arabana street,arabana street,glamiston,glamiston,34.0,,19840121,19840121,jasmine,jasmine,stanbury,stanbury,03 10383429,03 10383429,3010428,3010428,vic,vic,19,183,allans flat,allans flat,2303,2303
3672,wilkins street,wilkins s yreet,,,8.0,8.0,19890318,,yasmin,yasmin,beattie,beattie,07 28403375,07 28403375,9749313,9749313,,,5,5,surrey hills,surrey hills,4508,4508
3673,fullerton crescent,crescent fullerton,kanya,ka na,34.0,34.0,19391005,19391005,ky,ky,webb,webhb,07 98128854,07 98128854,1446931,1446931,qld,qld,6,6,risdon vale,risdon vale,2112,2112
3674,blackwell circuit,blackwellkcircuit,,,11.0,22.0,19630521,19630521,teneille,teneille,meadows,meadows,03 64212327,03 64212327,5408788,5408788,wa,wa,54,54,wahroonga,wahroonga,3996,3996
3675,macrossan crescent,macrossan crescent,,,25.0,24.0,19871027,19871927,isabella,isabella,pavlovcic,pavlovcic,,,2546471,2546361,sa,sa,32,32,elermore vale,elermore vale,2043,2043
3676,cathcart close,cathcart close,,,,,19960508,19905508,emiily,emiily,lowe,lo,07 03660392,07 03660392,3072595,3072595,wa,wa,46,46,goodna,goodna,2170,2170
3677,ferguson circuit,ferguson circuit,,,,,19060319,19060139,joshua,joshua,laundy,laundy,04 03491108,04 03591108,5101995,5101995,vic,vcci,53,53,frankston,frankston,3196,3196
3678,nemarang crescent,nemarang rescent,,,,,19310220,19310220,hayley,hayley,grainger,graingr,08 08343656,08 08343656,6279290,6278190,vic,vic,360,360,brombin,brombin,3194,3194
3679,carr crescent,,,,31.0,31.0,19220318,19220318,andrew,andrew,shepherd,shepherd,08 55102792,08 55102792,5091675,5091675,qld,qld,68,677,peakhurst,peakhurst,2605,2605
